timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30
4/18/2020 17:13:37,4,18,2020,17:13:37,25,Divorced,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Self-employed,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,0 - 1500,1500 - 3000,Neither good nor bad,I definitely think so,I don't know; I'm uncertain,Same,Same,Same,Yes,No,Yes,No,,Low,Low,High,Low,Low,Moderate,Low,None,Low,Moderate,Low,Low,High,Moderate,Low,None,High,Moderate,Low,Low,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:14:02,4,18,2020,17:14:02,24,Single,Female,I have no children.,İZMİR,Urban,Two-year degree or equivalent,High school,Part-time employee,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,1500 - 3000,1500 - 3000,Good,I don't know; I'm uncertain,I definitely don't think so,Increased,Same,Decreased,Yes,Yes,No,No,,Low,High,High,Low,Low,High,High,High,High,None,High,High,High,High,Low,Low,High,High,None,None,Moderately,Moderately,Extremely,Extremely,Very slightly or not at all,Extremely,Extremely,Extremely,Extremely,Extremely
4/18/2020 17:14:08,4,18,2020,17:14:08,34,Married,Man,I have a child/children in the 2-6 age range.,BURSA,Urban,Graduate,Primary school,Full-time employee,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",Partially,3000 - 6000,6000 - 12000,Neither good nor bad,"Yes, I think","Yes, I think",Increased,Same,Same,Yes,No,Yes,No,,Low,None,Low,None,Low,Moderate,High,None,High,None,Moderate,Low,Low,Low,None,Low,Low,Moderate,None,Low,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little
4/18/2020 17:14:20,4,18,2020,17:14:20,20,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Middle School,Student,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,3000 - 6000,6000 - 12000,Good,I definitely think so,I definitely don't think so,Increased,Increased a lot,Increased,Yes,Yes,No,No,,Low,Moderate,Moderate,None,None,Moderate,Low,None,High,Low,Low,Moderate,Moderate,Moderate,None,None,Low,None,None,None,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:14:44,4,18,2020,17:14:44,18,Single,Female,I have no children.,İZMİR,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Student,Other,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",No,1500 - 3000,0 - 1500,Neither good nor bad,"Yes, I think","Yes, I think",Increased,Increased,Increased,Yes,No,Yes,No,,High,Low,High,None,Low,High,Low,None,High,Low,Low,High,Low,Low,Moderate,None,Low,None,None,Low,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Very slightly or not at all,A little,Moderately,Moderately,Moderately
4/18/2020 17:15:04,4,18,2020,17:15:04,20,Single,Female,I have no children.,GAZİANTEP,Urban,Two-year degree or equivalent,Primary school,Student,Health,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,0 - 1500,0 - 1500,Kötü,"Yes, I think",I don't know; I'm uncertain,Increased,Same,Increased,Yes,No,Yes,No,,Low,None,Moderate,None,None,High,High,None,Moderate,None,Low,Moderate,Moderate,High,None,None,Low,Low,Low,Low,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Extremely,Quite a bit,Quite a bit,Moderately
4/18/2020 17:15:08,4,18,2020,17:15:08,23,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Primary school,Full-time employee,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,1500 - 3000,3000 - 6000,Good,I definitely think so,"No, I don't think",Increased,Decreased,Same,Yes,Yes,Yes,No,,Low,Low,None,None,None,None,Moderate,Low,High,Low,Moderate,None,None,None,None,Low,Moderate,None,None,Low,Very slightly or not at all,A little,Moderately,Moderately,A little,Extremely,A little,Very slightly or not at all,A little,A little
4/18/2020 17:15:17,4,18,2020,17:15:17,26,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Full-time employee,Service,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Yes,3000 - 6000,3000 - 6000,Neither good nor bad,"Yes, I think","Yes, I think",Increased,Same,Same,Yes,No,Yes,No,,Low,Low,Low,Moderate,Low,Low,Moderate,None,Low,Low,Low,Low,Low,Low,None,None,Low,None,None,Low,Moderately,Moderately,A little,Moderately,A little,Moderately,A little,A little,A little,Very slightly or not at all
4/18/2020 17:15:21,4,18,2020,17:15:21,22,Single,Female,I have no children.,OSMANİYE,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Student,Health,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)",Partially,1500 - 3000,1500 - 3000,Kötü,"Yes, I think",I don't know; I'm uncertain,Increased a lot,Same,Decreased,Yes,Yes,Yes,No,,Low,Low,Low,Moderate,None,Low,High,None,High,Low,Low,Low,High,High,None,Low,Moderate,None,None,Low,Extremely,Moderately,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely
4/18/2020 17:15:24,4,18,2020,17:15:24,18,Single,Female,I have no children.,GÜMÜŞHANE,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Student,Other,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Skilled agricultural, forestry and aquaculture workers",Yes,1500 - 3000,6000 - 12000,Good,I definitely think so,"No, I don't think",Increased a lot,Decreased,Decreased a lot,Yes,No,Yes,No,,Low,Low,High,Moderate,None,None,Moderate,None,High,None,None,High,High,High,None,None,High,None,None,None,Quite a bit,Moderately,Extremely,Extremely,Very slightly or not at all,Very slightly or not at all,Moderately,Extremely,Extremely,Extremely
4/18/2020 17:15:37,4,18,2020,17:15:37,24,Single,Female,I have no children.,VAN,Urban,Graduate,Two-year degree or equivalent,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Partially,1500 - 3000,1500 - 3000,Good,I definitely think so,"Yes, I think",Increased a lot,Increased a lot,Same,Yes,No,No,No,,Low,Low,None,None,Low,Low,High,Low,Moderate,Low,High,Low,Low,High,Low,None,High,High,Low,Low,Moderately,Moderately,A little,A little,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:15:55,4,18,2020,17:15:55,23,Single,Man,I have no children.,ANKARA,Urban,Graduate,High school,Student,Other,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",No,1500 - 3000,3000 - 6000,Good,I definitely think so,I definitely don't think so,Increased,Same,Same,Yes,Yes,Yes,No,,High,None,Low,None,None,High,Low,None,Low,None,Moderate,Moderate,None,Low,None,None,Low,None,None,None,A little,A little,A little,Moderately,Quite a bit,A little,Moderately,Moderately,Quite a bit,A little
4/18/2020 17:16:00,4,18,2020,17:16:00,20,Single,Female,I have no children.,BARTIN,Rural,Graduate,Primary school,Unemployed,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,3000 - 6000,3000 - 6000,Good,"Yes, I think",I don't know; I'm uncertain,Increased,Increased,Same,Yes,No,Yes,No,,Moderate,Moderate,Low,None,Low,High,Low,None,Low,Low,Moderate,Moderate,Low,Moderate,Low,None,Low,None,None,None,A little,A little,A little,Very slightly or not at all,A little,A little,Moderately,Very slightly or not at all,Very slightly or not at all,Extremely
4/18/2020 17:16:03,4,18,2020,17:16:03,22,Single,Female,I have no children.,İSTANBUL,Urban,High school,Primary school,Unpaid family worker (Doing housework etc),Other,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)","Skilled agricultural, forestry and aquaculture workers",No,1500 - 3000,0 - 1500,Good,"Yes, I think",I definitely think so,Same,Increased,Decreased a lot,Yes,No,No,No,,Moderate,Moderate,None,Low,Low,None,None,Moderate,None,Moderate,Low,Low,None,Low,Moderate,Moderate,None,Low,None,Moderate,Quite a bit,Quite a bit,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Very slightly or not at all
4/18/2020 17:16:24,4,18,2020,17:16:24,23,Single,Female,I have no children.,GAZİANTEP,Urban,Graduate,None,Unemployed,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,1500 - 3000,0 - 1500,Neither good nor bad,"Yes, I think",I definitely don't think so,Increased,Same,Increased,Yes,Yes,Yes,No,,None,Low,Moderate,Low,None,Moderate,Moderate,None,Moderate,None,None,Moderate,Moderate,Moderate,None,None,Moderate,None,None,None,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:16:37,4,18,2020,17:16:37,26,Single,Man,I have no children.,ERZURUM,Urban,Graduate,Primary school,Self-employed,Service,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,1500 - 3000,3000 - 6000,Very good,"Yes, I think","Yes, I think",Increased,Decreased a lot,Same,No,Yes,Yes,No,,Low,Low,None,None,None,None,None,Low,None,Low,High,None,None,Low,Low,None,None,None,None,Low,Very slightly or not at all,Very slightly or not at all,A little,A little,Quite a bit,A little,A little,Moderately,Moderately,A little
4/18/2020 17:17:34,4,18,2020,17:17:34,24,Single,Female,I have no children.,TEKİRDAĞ,Urban,Graduate,Primary school,Full-time employee,Industry,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Plant and machine operators and assemblers,Partially,3000 - 6000,0 - 1500,Very good,I definitely think so,"No, I don't think",Increased a lot,Same,Decreased a lot,Yes,Yes,Yes,No,,Low,None,Low,None,Low,Low,High,None,High,None,Low,Low,None,High,None,Low,Moderate,Low,None,Low,A little,Very slightly or not at all,A little,Very slightly or not at all,Moderately,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
4/18/2020 17:18:09,4,18,2020,17:18:09,22,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,High school,Full-time employee,Health,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",No,1500 - 3000,1500 - 3000,Very good,I definitely think so,I don't know; I'm uncertain,Increased a lot,Decreased a lot,Decreased a lot,Yes,No,No,No,,High,Low,None,Low,Low,None,Low,None,Low,Low,None,None,None,None,None,Low,None,None,Moderate,Moderate,Quite a bit,Quite a bit,A little,Very slightly or not at all,Quite a bit,Quite a bit,Moderately,A little,A little,Moderately
4/18/2020 17:18:53,4,18,2020,17:18:53,18,Single,Female,I have no children.,KOCAELİ,Urban,High school,Two-year degree or equivalent,Student,Education,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Plant and machine operators and assemblers,Yes,3000 - 6000,3000 - 6000,Good,I don't know; I'm uncertain,"No, I don't think",Increased,Increased,Decreased,Yes,Yes,Yes,No,,Moderate,Low,Low,Moderate,Low,Low,High,Low,High,Low,None,Moderate,Low,High,Low,None,High,Moderate,Low,Low,A little,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,A little,Quite a bit,Extremely
4/18/2020 17:19:15,4,18,2020,17:19:15,25,Single,Man,I have no children.,SAKARYA,Urban,Graduate,"Postgraduate Education (Master's, Doctorate)",Full-time employee,Other,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,6000 - 12000,3000 - 6000,Very good,"Yes, I think","Yes, I think",Increased,Increased,Increased,Yes,No,No,No,,High,High,None,None,High,None,Moderate,High,Moderate,Moderate,High,None,None,None,Moderate,Moderate,None,None,None,Moderate,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little
